434	-357.898896
435	-383.234483
437	-20.257544
438	-17.942397
439	-15.623478
440	-15.702465
441	-15.496395
442	-20.369806
443	-20.455390
444	-15.751542
445	-13.725247
446	-13.527751
447	-16.025198
448	-18.519902
449	-18.617520
450	-13.912187
451	-14.013435
455	-19.246165
456	-14.840092
457	-12.542662
458	-15.069446
459	-17.304314
460	-17.424194
461	-17.546112
462	-15.262454
463	-12.975156
464	-17.924088
465	-20.745672
466	-15.777957
467	-13.498154
468	-11.507343
470	-18.734933
471	-18.877176
472	-14.197797
473	-11.636875
474	-12.071803
475	-14.934312
476	-17.500594
477	-14.948298
478	-12.683932
479	-12.842046
480	-13.002192
481	-18.000706
482	-20.575318
483	-15.915822
484	-11.236576
485	-11.406782
489	-12.107873
490	-9.855945
491	-12.470562
492	-17.503450
493	-20.106151
494	-17.878398
495	-13.220177
496	-13.412623
497	-16.034172
498	-18.652374
499	-16.429154
500	-14.202536
501	-9.534562
502	-9.447194
506	-12.723999
507	-10.791895
508	-11.008491
509	-16.097249
510	-16.317776
511	-13.816559
512	-9.158452
513	-9.678516
514	-14.787727
515	-19.876958
516	-17.392028
517	-12.755361
518	-8.099174
519	-10.786937
523	-9.312847
524	-7.107538
525	-9.812312
526	-14.956212
527	-15.210692
528	-13.024549
529	-8.091819
530	-8.352608
531	-13.518101
532	-16.225575
533	-16.491898
534	-14.317511
535	-9.686430
536	-9.959159
540	-10.785747
541	-8.609459
542	-11.352949
543	-16.540009
544	-14.380858
545	-12.218576
546	-7.589718
547	-7.884605
548	-13.101957
549	-15.852091
550	-13.700721
551	-11.546256
552	-9.388691
553	-7.228021
557	-10.942058
558	-6.038687
559	-6.081765
560	-11.343142
561	-11.939786
562	-9.798244
563	-7.653661
564	-7.982555
565	-10.508885
566	-15.767145
567	-13.641201
568	-11.512267
569	-6.904448
570	-7.245408
574	-8.357928
575	-6.228270
576	-6.853086
577	-9.686870
578	-12.246268
579	-12.604431
580	-8.012951
581	-5.891887
582	-6.256995
583	-11.584602
584	-11.688054
585	-9.580665
586	-4.720723
587	-5.095962
591	-11.844684
592	-7.262524
593	-2.661377
594	-5.547486
595	-10.913623
596	-11.305862
597	-9.216273
598	-4.366348
599	-4.765742
600	-7.923635
601	-13.295887
602	-10.957105
603	-8.875792
604	-4.293335
605	-4.704794
609	-6.369887
610	-1.783135
611	-1.948071
612	-9.876686
613	-10.303007
614	-10.987696
615	-6.168516
616	-1.333351
617	-2.023118
618	-9.971256
619	-13.157280
620	-10.849750
621	-3.786799
622	-1.719920
626	-11.037676
627	-6.489618
628	-1.667857
629	-2.383123
630	-10.368795
631	-10.830996
632	-8.794212
633	-6.754823
634	-2.195958
635	-7.694929
636	-10.671899
637	-8.388732
638	-6.356030
639	-4.576233
640	-2.539192
642	-10.790996
643	-9.025435
644	-7.003705
645	-4.723363
646	-2.695742
647	-3.192059
648	-11.232837
649	-11.984967
650	-7.466678
651	-5.452756
652	-3.178878
653	-6.209380
654	-11.744418
655	-9.745075
656	-7.999646
657	-5.996210
658	-3.990319
662	-8.602630
663	-6.352138
664	-1.571536
665	-4.888267
666	-10.464481
667	-10.998773
668	-6.495876
669	-4.255157
670	-5.050217
671	-5.594279
672	-8.665195
673	-11.479647
674	-9.760887
675	-2.986739
676	-0.742042
678	-9.454211
679	-10.012957
680	-5.265598
681	-3.293930
682	-1.575342
683	-4.683965
684	-12.834009
685	-10.883849
686	-8.931434
687	-1.899733
688	0.067177
689	-5.600303
690	-8.715462
691	-9.298652
692	-7.352598
693	-2.862435
694	-3.453816
698	-5.837449
699	-3.895728
700	-2.215406
701	-5.366467
702	-8.249930
703	-8.857539
704	-6.673532
705	-2.451409
706	-3.067336
707	-6.231220
708	-9.388999
709	-10.008302
710	-8.092124
711	-3.625776
712	-4.253450
713	-4.882906
717	-4.870694
718	-2.957370
719	-3.599571
720	-9.081743
721	-9.725479
722	-7.827538
723	-3.632739
724	-1.726643
725	-2.381603
726	-7.886297
727	-8.800740
728	-6.910895
729	-5.284845
730	-3.125217
731	-3.531578
735	-6.475766
736	-1.770093
737	-2.449591
738	-5.692224
739	-11.476626
740	-9.610712
741	-5.184973
742	-0.741690
743	-1.177840
744	-4.439243
745	-7.948041
746	-8.643111
747	-9.086128
748	-4.665758
749	-2.801215
751	-9.338020
752	-10.044690
753	-8.196632
754	-3.529364
755	0.906822
756	-2.390654
757	-8.494525
758	-9.213846
759	-7.124412
760	-5.281912
761	-0.860202
762	-1.591502
763	-7.468152
764	-10.761784
765	-8.934072
766	-4.533627
767	-0.115868
768	1.973909
772	-3.607104
773	-1.778881
774	-2.534470
775	-3.051749
776	-6.388452
777	-7.386660
778	-5.573484
779	-0.932654
780	3.485923
781	-2.471201
782	-8.400058
783	-9.170702
784	-4.791421
785	-0.395009
786	1.418168
787	-1.958946
791	-7.453707
792	-3.076229
793	1.549058
794	-4.437325
795	-10.395090
796	-6.034107
797	-4.248590
798	-2.461491
799	1.928997
800	-3.853663
801	-7.473808
802	-5.699041
803	-6.512442
804	-2.144870
805	2.239701
806	-1.188171
810	-4.052628
811	-2.504646
812	1.870509
813	-1.574201
814	-7.603411
815	-8.223276
816	-3.876189
817	0.487742
818	2.250942
819	-3.813987
820	-7.259695
821	-8.327360
822	-6.586584
823	-2.021742
824	-0.272893
825	-1.135275
829	-4.386750
830	2.577539
831	4.323142
832	-2.006507
833	-5.490256
834	-6.154625
835	-4.223079
836	-2.705871
837	1.639088
838	0.532314
839	-5.368140
840	-8.859640
841	-4.544966
842	-2.830033
843	1.507063
844	3.229173
848	-5.427762
849	-1.318354
850	0.388885
851	-3.147783
852	-4.064714
853	-7.592814
854	-5.693727
855	-1.382632
856	2.732918
857	-0.826094
858	-6.989997
859	-7.918927
860	-6.239590
861	-4.348717
862	-0.040715
863	1.434957
864	-2.137762
868	-0.466846
869	1.210416
870	0.252708
871	-3.334378
872	-6.912861
873	-7.871087
874	-3.804115
875	0.702707
876	2.370230
877	-1.238626
878	-7.670828
879	-5.811013
880	-4.161107
881	-2.303600
882	1.780636
883	0.795151
887	-3.160563
888	1.120057
889	2.766463
890	-1.090719
891	-7.138100
892	-8.135861
893	-3.881698
894	-2.044168
895	2.023612
896	1.010535
897	-2.858940
898	-6.290890
899	-7.303939
900	-5.689874
901	-1.435750
902	0.184590
903	1.805907
907	-2.112129
908	1.937911
909	0.897458
910	-2.790327
911	-6.468858
912	-7.509001
913	-5.916999
914	-1.680050
